0.000000	0.000000	0.000000	0.000000	0.000000	0.502868
0.010000	0.004944	0.000427	0.000000	0.000061	0.497636
0.020000	0.012085	0.001282	0.000000	0.000061	0.490183
0.030000	0.019897	0.002258	0.000122	0.000122	0.482969
0.040000	0.026672	0.002869	0.000183	0.000122	0.476836
0.050000	0.032227	0.004578	0.000183	0.000122	0.472132
0.060000	0.042664	0.005615	0.000183	0.000122	0.463528
0.070000	0.051392	0.007263	0.000183	0.000122	0.454892
0.080000	0.062622	0.009094	0.000183	0.000183	0.445312
0.090000	0.071716	0.010742	0.000183	0.000183	0.436332
0.100000	0.083557	0.012817	0.000183	0.000183	0.425456
0.110000	0.094116	0.015808	0.000183	0.000183	0.417525
0.120000	0.104676	0.016235	0.000183	0.000183	0.409238
0.130000	0.116150	0.018005	0.000244	0.000244	0.401486
0.140000	0.134704	0.022156	0.000244	0.000244	0.384352
0.150000	0.142639	0.024841	0.000366	0.000244	0.379099
0.160000	0.160339	0.028504	0.000244	0.000244	0.361947
0.170000	0.167969	0.030823	0.000305	0.000305	0.355288
0.180000	0.188598	0.035095	0.000244	0.000244	0.337252
0.190000	0.200806	0.039062	0.000366	0.000305	0.325184
0.200000	0.210999	0.042603	0.000427	0.000366	0.314343
0.210000	0.224060	0.046326	0.000366	0.000366	0.304540
0.220000	0.245118	0.048828	0.000366	0.000305	0.288042
0.230000	0.259705	0.055847	0.000488	0.000366	0.275001
0.240000	0.280273	0.058044	0.000427	0.000366	0.258420
0.250000	0.288880	0.062500	0.000549	0.000488	0.248810
0.260000	0.297912	0.064941	0.000427	0.000427	0.240011
0.270000	0.332642	0.074341	0.001038	0.000549	0.209291
0.280000	0.342651	0.076599	0.000854	0.000732	0.201924
0.290000	0.350220	0.081543	0.000732	0.000488	0.191370
0.300000	0.373414	0.088073	0.000793	0.000610	0.178310
0.310000	0.393859	0.093322	0.000549	0.000488	0.156541
0.320000	0.405761	0.091858	0.000793	0.000732	0.149077
0.330000	0.421387	0.102173	0.000549	0.000488	0.131717
0.340000	0.439025	0.107300	0.000610	0.000610	0.116514
0.350000	0.465636	0.111633	0.000793	0.000732	0.096308
0.360000	0.476868	0.118286	0.000671	0.000610	0.082127
0.370000	0.494079	0.120970	0.000855	0.000671	0.068024
0.380000	0.532898	0.126892	0.001465	0.001038	0.018189
0.390000	0.545897	0.130981	0.001221	0.001160	0.008007
0.400000	0.574281	0.147278	0.001526	0.001404	0.021112
0.410000	0.603455	0.147461	0.001892	0.001160	0.041657
0.420000	0.623903	0.155884	0.001648	0.001465	0.057193
0.430000	0.646728	0.162537	0.001709	0.001587	0.076025
0.440000	0.696717	0.223939	0.004151	0.003540	0.163807
0.450000	0.771301	0.275939	0.027281	0.010865	0.234157
0.460000	0.765814	0.276437	0.007753	0.007020	0.230806
0.470000	0.868468	0.472590	0.368721	0.024424	0.371740
0.480000	0.882870	0.508353	0.403175	0.038209	0.392841
0.490000	1.000000	1.000000	1.000000	0.000000	0.997624
0.500000	1.000000	1.000000	1.000000	0.000000	0.996092
0.510000	1.000000	1.000000	1.000000	0.000000	0.996568
0.520000	1.000000	1.000000	1.000000	0.000000	0.997970
0.530000	1.000000	1.000000	1.000000	0.000000	0.996985
0.540000	1.000000	1.000000	1.000000	0.000000	0.997749
0.550000	1.000000	1.000000	1.000000	0.000000	0.997942
0.560000	0.999756	0.999206	0.999206	0.000000	0.968007
0.570000	1.000000	1.000000	1.000000	0.000000	0.998124
0.580000	1.000000	1.000000	1.000000	0.000000	0.997559
0.590000	1.000000	1.000000	1.000000	0.000000	0.997860
0.600000	1.000000	1.000000	1.000000	0.000000	0.998036
0.610000	1.000000	1.000000	1.000000	0.000000	0.997694
0.620000	1.000000	1.000000	1.000000	0.000000	0.997739
0.630000	1.000000	1.000000	1.000000	0.000000	0.997868
0.640000	1.000000	1.000000	1.000000	0.000000	0.997862
0.650000	1.000000	1.000000	1.000000	0.000000	0.998235
0.660000	1.000000	1.000000	1.000000	0.000000	0.997491
0.670000	1.000000	1.000000	1.000000	0.000000	0.998246
0.680000	1.000000	1.000000	1.000000	0.000000	0.998150
0.690000	1.000000	1.000000	1.000000	0.000000	0.998479
0.700000	1.000000	1.000000	1.000000	0.000000	0.997662
0.710000	1.000000	1.000000	1.000000	0.000000	0.998150
0.720000	1.000000	1.000000	1.000000	0.000000	0.997700
0.730000	1.000000	1.000000	1.000000	0.000000	0.997956
0.740000	1.000000	1.000000	1.000000	0.000000	0.998174
0.750000	1.000000	1.000000	1.000000	0.000000	0.998269
0.760000	1.000000	1.000000	1.000000	0.000000	0.998519
0.770000	1.000000	1.000000	1.000000	0.000000	0.998276
0.780000	1.000000	1.000000	1.000000	0.000000	0.998103
0.790000	1.000000	1.000000	1.000000	0.000000	0.998404
0.800000	1.000000	1.000000	1.000000	0.000000	0.998508
0.810000	1.000000	1.000000	1.000000	0.000000	0.998291
0.820000	1.000000	1.000000	1.000000	0.000000	0.998512
0.830000	1.000000	1.000000	1.000000	0.000000	0.998595
0.840000	1.000000	1.000000	1.000000	0.000000	0.998621
0.850000	1.000000	1.000000	1.000000	0.000000	0.998613
0.860000	1.000000	1.000000	1.000000	0.000000	0.998695
0.870000	1.000000	1.000000	1.000000	0.000000	0.998583
0.880000	1.000000	1.000000	1.000000	0.000000	0.998436
0.890000	1.000000	1.000000	1.000000	0.000000	0.998539
0.900000	1.000000	1.000000	1.000000	0.000000	0.998485
0.910000	1.000000	1.000000	1.000000	0.000000	0.998574
0.920000	1.000000	1.000000	1.000000	0.000000	0.998542
0.930000	1.000000	1.000000	1.000000	0.000000	0.998447
0.940000	1.000000	1.000000	1.000000	0.000000	0.998543
0.950000	1.000000	1.000000	1.000000	0.000000	0.998755
0.960000	1.000000	1.000000	1.000000	0.000000	0.998600
0.970000	1.000000	1.000000	1.000000	0.000000	0.998488
0.980000	1.000000	1.000000	1.000000	0.000000	0.998435
0.990000	1.000000	1.000000	1.000000	0.000000	0.998562
1.000000	1.000000	1.000000	1.000000	0.000000	0.998663
