0.00000	0.00000	0.00000	0.00000	0.00000	0.50163
0.01000	0.00500	0.00049	0.00000	0.00006	0.49523
0.02000	0.01031	0.00159	0.00012	0.00006	0.49032
0.03000	0.01599	0.00226	0.00012	0.00012	0.48518
0.04000	0.02203	0.00299	0.00012	0.00012	0.47911
0.05000	0.02759	0.00439	0.00018	0.00012	0.47462
0.06000	0.00397	0.00024	0.00012	0.00006	0.48478
0.07000	0.00513	0.00055	0.00000	0.00006	0.48219
0.08000	0.00488	0.00043	0.00000	0.00006	0.48026
0.09000	0.00879	0.00146	0.00012	0.00012	0.47502
0.10000	0.01038	0.00183	0.00024	0.00012	0.46929
0.11000	0.01184	0.00183	0.00012	0.00012	0.46649
0.12000	0.01489	0.00244	0.00018	0.00012	0.46157
0.13000	0.01898	0.00299	0.00012	0.00012	0.45599
0.14000	0.02380	0.00494	0.00024	0.00018	0.45040
0.15000	0.02570	0.00586	0.00018	0.00018	0.44551
0.16000	0.03217	0.00775	0.00024	0.00024	0.43998
0.17000	0.01294	0.00323	0.00018	0.00018	0.44439
0.18000	0.01733	0.00427	0.00024	0.00018	0.43448
0.19000	0.02106	0.00616	0.00024	0.00024	0.42853
0.20000	0.02246	0.00677	0.00018	0.00018	0.42434
0.21000	0.02734	0.00732	0.00024	0.00018	0.41379
0.22000	0.03534	0.01111	0.00037	0.00024	0.40674
0.23000	0.02924	0.00970	0.00031	0.00024	0.40130
0.24000	0.02985	0.01099	0.00037	0.00031	0.39681
0.25000	0.03729	0.01251	0.00024	0.00024	0.39005
0.26000	0.04443	0.01428	0.00031	0.00024	0.38141
0.27000	0.05566	0.02014	0.00037	0.00031	0.36691
0.28000	0.05554	0.01904	0.00031	0.00031	0.36322
0.29000	0.06262	0.02258	0.00037	0.00037	0.35112
0.30000	0.06580	0.02405	0.00055	0.00049	0.34555
0.31000	0.07855	0.02954	0.00037	0.00037	0.32801
0.32000	0.08459	0.03217	0.00055	0.00055	0.32238
0.33000	0.09985	0.03632	0.00049	0.00043	0.30540
0.34000	0.10406	0.03857	0.00043	0.00043	0.29756
0.35000	0.12708	0.04645	0.00049	0.00043	0.27721
0.36000	0.12720	0.04614	0.00061	0.00055	0.27430
